,amadeus_code,rates,lat,lon,location_cell,tripadvisor_amenities,tripadvisor_name
137,MONYCMO1,2348.0526315789475,40.76901,-73.98293,86,"['Pool', 'Restaurant', 'Room Service', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Spa', 'Free Internet', 'Business Center with Internet Access', 'Room Service', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Babysitting', 'Air Conditioning', 'Minibar', 'Pool', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Spa', 'Hot Tub', 'Heated pool', 'Indoor pool']","Mandarin Oriental, New York"
138,MRNYCSPA,610.2513888888892,40.74477,-73.98317,92,"['Restaurant', 'Restaurant']",Mondrian Park Avenue
139,NYNYC105,576.8900000000001,40.75624,-73.97207,70,"['Restaurant', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Bar/Lounge', 'Room Service', 'Business Center with Internet Access', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Breakfast Available', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",The Benjamin
140,NYNYCTJA,576.3099415204679,40.719,-73.99646,66,"['Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Restaurant', 'Bar/Lounge', 'Pool', 'Room Service', 'Business Center with Internet Access', 'Dry Cleaning', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Babysitting', 'Breakfast Available', 'Fitness Center with Gym / Workout Room', 'Restaurant', 'Bar/Lounge', 'Pool']",The James New York - SoHo
141,NYNYCTJN,377.1965217391304,40.74463,-73.98524,7,"['Free Internet', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room', 'Business Center with Internet Access', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Conference Facilities', 'Dry Cleaning', 'Meeting Rooms', 'Banquet Room', 'Air Conditioning', 'Minibar', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",The James New York-NoMad
142,NZLGA507,163.95555555555572,40.68005,-74.00593,29,"['Breakfast included', 'Spa', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Breakfast included', 'Multilingual Staff', 'Air Conditioning', 'Spa', 'Fitness Center with Gym / Workout Room']","The LOOK hotel, Red Hook, an Ascend Hotel Collection Member"
143,NZNYC425,268.6940298507463,40.72385,-73.99147,106,"['Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Dry Cleaning', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Air Conditioning', 'Fitness Center with Gym / Workout Room', 'Hot Tub']",The Gatsby Hotel
144,NZNYC569,178.94545454545425,40.67784,-73.98345,6,"['$113 - $304 (Based on Average Rates for a Standard Room) ', '76 ', 'TripAdvisor is proud to partner with Hotels.com, Orbitz, Booking.com, Expedia, Priceline and Agoda so you can book your Gowanus Inn and Yard reservations with confidence. We help millions of travelers each month to find the perfect hotel for both vacation and business trips, always with the best discounts and special offers. ', 'United States >', 'New York >', 'Brooklyn ']",Gowanus Inn and Yard
145,OKLGA069,193.0,40.73617,-73.9342,39,"['Free Parking', 'Breakfast included', 'Room Service', 'Restaurant', 'Free High Speed Internet ( WiFi )', 'Free Parking', 'Breakfast included', 'Shuttle Bus Service', 'Room Service', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Concierge', 'Self-Serve Laundry', 'Microwave', 'Restaurant', 'Tennis Court']",City View Inn
146,OKNYCP39,199.25,40.74939,-73.97695,128,"['Free High Speed Internet ( WiFi )', 'Restaurant', 'Bar/Lounge', 'Airport Transportation', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Air Conditioning', 'Restaurant', 'Bar/Lounge']",Pod 39 Hotel
147,OKNYCP51,177.33333333333334,40.75609,-73.96959,3,"['Free High Speed Internet ( WiFi )', 'Bar/Lounge', 'Concierge', 'Multilingual Staff', 'Air Conditioning', 'Bar/Lounge']",Pod 51 Hotel
148,OXNYCOXO,324.8070175438597,40.75246,-73.98949,104,"['Restaurant', 'Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Meeting Rooms', 'Banquet Room', 'Conference Facilities', 'Breakfast Available', 'Air Conditioning', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",Moxy NYC Times Square
149,OZLGA886,157.1499999999999,40.76634,-73.93358,47,"['Breakfast included', 'Room Service', 'Free High Speed Internet ( WiFi )', 'Free Parking', 'Breakfast included', 'Room Service', 'Free Parking', 'Air Conditioning', 'Hot Tub']",Super 8 Long Island City LGA Hotel
150,PHNYCHPL,448.9661057692314,40.76482,-73.97532,97,"['Restaurant', 'Room Service', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Business Center with Internet Access', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Dry Cleaning', 'Conference Facilities', 'Air Conditioning', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",Park Lane Hotel
151,PHNYCNMS,567.8531627906982,40.71988,-74.00015,105,"['Restaurant', 'Free High Speed Internet ( WiFi )', 'Room Service', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Dry Cleaning', 'Concierge', 'Multilingual Staff', 'Meeting Rooms', 'Banquet Room', 'Air Conditioning', 'Refrigerator in room', 'Minibar', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",NOMO SOHO Hotel
152,PHNYCSNH,1175.7291666666667,40.76433,-73.97252,51,"['Room Service', 'Restaurant', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Room Service', 'Children Activities (Kid / Family Friendly)', 'Dry Cleaning', 'Business Center with Internet Access', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Meeting Rooms', 'Air Conditioning', 'Minibar', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",The Sherry-Netherland Hotel
153,PHNYCWSH,471.92857142857144,40.70798,-74.00771,102,"['Restaurant', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Laundry Service', 'Dry Cleaning', 'Business Center with Internet Access', 'Air Conditioning', 'Refrigerator in room', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",AKA Wall Street
154,PNNYC772,1826.7207792207791,40.76724,-73.98844,112,"['Pool', 'Room Service', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Free High Speed Internet ( WiFi )', 'Bar/Lounge', 'Spa', 'Room Service', 'Children Activities (Kid / Family Friendly)', 'Dry Cleaning', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Babysitting', 'Breakfast Available', 'Air Conditioning', 'Refrigerator in room', 'Minibar', 'Pool', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Spa', 'Heated pool', 'Indoor pool', 'Tennis Court']",The Peninsula New York
155,PWNYC087,326.0296296296297,40.74094,-73.98335,127,"['Free High Speed Internet ( WiFi )', 'Breakfast included', 'Breakfast included', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Air Conditioning']",The Lex NYC
156,PWNYC383,591.25,40.72605,-73.99168,0,"['Restaurant', 'Room Service', 'Free High Speed Internet ( WiFi )', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Dry Cleaning', 'Laundry Service', 'Concierge', 'Meeting Rooms', 'Babysitting', 'Air Conditioning', 'Minibar', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",The Bowery Hotel
157,PWNYC424,317.440909090909,40.7566,-73.99287,15,"['Free High Speed Internet ( WiFi )', 'Restaurant', 'Bar/Lounge', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Airport Transportation', 'Dry Cleaning', 'Breakfast Available', 'Air Conditioning', 'Refrigerator in room', 'Restaurant', 'Bar/Lounge']",Distrikt Hotel New York City
158,PWNYCDYL,308.9770833333331,40.75192,-73.97937,45,"['Restaurant', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Bar/Lounge', 'Multilingual Staff', 'Room Service', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",Dylan Hotel NYC
159,QILGA400,131.75647058823523,40.75163,-73.93385,60,"['Free High Speed Internet ( WiFi )', 'Breakfast included', 'Breakfast included', 'Multilingual Staff', 'Air Conditioning']",Quality Inn Long Island City
160,QINYC634,129.73333333333343,40.65088,-74.01161,13,"['Free High Speed Internet ( WiFi )', 'Breakfast included', 'Breakfast included', 'Air Conditioning']",Quality Inn
161,RALGA433,104.45945945945945,40.75482,-73.93677,75,"['Free High Speed Internet ( WiFi )', 'Breakfast included', 'Breakfast included', 'Air Conditioning']",Ramada Long Island City
162,RALGA854,253.6370588235293,40.76156,-73.83257,11,"['Free High Speed Internet ( WiFi )', 'Breakfast included', 'Fitness Center with Gym / Workout Room', 'Breakfast included', 'Shuttle Bus Service', 'Business Center with Internet Access', 'Air Conditioning', 'Fitness Center with Gym / Workout Room']",Ramada Flushing Queens
163,RANYC038,197.78311594202907,40.87975,-73.83186,32,"['Free Parking', 'Breakfast included', 'Free High Speed Internet ( WiFi )', 'Free Parking', 'Breakfast included', 'Multilingual Staff', 'Business Center with Internet Access', 'Air Conditioning', 'Hot Tub']",Ramada Bronx
164,RANYC951,163.01341463414613,40.60828,-74.14617,2,"['Free Parking', 'Free High Speed Internet ( WiFi )', 'Breakfast included', 'Fitness Center with Gym / Workout Room', 'Free Parking', 'Breakfast included', 'Shuttle Bus Service', 'Meeting Rooms', 'Business Center with Internet Access', 'Multilingual Staff', 'Fitness Center with Gym / Workout Room']",Ramada Staten Island
165,RCNYCBXR,267.2,40.84944,-73.84269,22,"['Free High Speed Internet ( WiFi )', 'Free Parking', 'Bar/Lounge', 'Breakfast included', 'Fitness Center with Gym / Workout Room', 'Free Parking', 'Breakfast included', 'Dry Cleaning', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Self-Serve Laundry', 'Banquet Room', 'Breakfast Available', 'Air Conditioning', 'Refrigerator in room', 'Microwave', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",Residence Inn By Marriott New York The Bronx at Metro Center Atrium
166,RCNYCHAR,487.3452380952381,40.75502,-73.97286,70,"['Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Breakfast included', 'Breakfast included', 'Dry Cleaning', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Self-Serve Laundry', 'Air Conditioning', 'Microwave', 'Refrigerator in room', 'Fitness Center with Gym / Workout Room']",Residence Inn New York Manhattan / Midtown East
167,RCNYCRLR,408.8452380952381,40.70953,-74.00981,102,"['Free High Speed Internet ( WiFi )', 'Breakfast included', 'Fitness Center with Gym / Workout Room', 'Breakfast included', 'Dry Cleaning', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Self-Serve Laundry', 'Air Conditioning', 'Microwave', 'Refrigerator in room', 'Fitness Center with Gym / Workout Room']",Residence Inn New York Downtown Manhattan/World Trade Center Area
168,RDNYC879,237.865,40.66744,-73.7981,48,"['Free High Speed Internet ( WiFi )', 'Bar/Lounge', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Shuttle Bus Service', 'Airport Transportation', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Conference Facilities', 'Dry Cleaning', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Breakfast Available', 'Air Conditioning', 'Bar/Lounge', 'Restaurant', 'Fitness Center with Gym / Workout Room']",Radisson Hotel JFK Airport
169,RLJFK964,166.2549019607843,40.69437,-73.93107,41,"['Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Restaurant', 'Business Center with Internet Access', 'Banquet Room', 'Multilingual Staff', 'Air Conditioning', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room', 'Restaurant']",Hotel RL by Red Lion Brooklyn
170,RYLGA324,158.38666666666668,40.87021,-73.87779,5,"['Free Parking', 'Free High Speed Internet ( WiFi )', 'Breakfast included', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Free Parking', 'Breakfast included', 'Room Service', 'Business Center with Internet Access', 'Multilingual Staff', 'Air Conditioning', 'Fitness Center with Gym / Workout Room']",Rodeway Inn Bronx Zoo
171,RZNYCCPZ,2217.222222222222,40.7673,-73.98009,125,"['Restaurant', 'Room Service', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Spa', 'Free Internet', 'Business Center with Internet Access', 'Room Service', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Babysitting', 'Breakfast Available', 'Air Conditioning', 'Minibar', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Spa']","The Ritz-Carlton New York, Central Park"
172,RZNYCRDZ,1299.5402298850574,40.70557,-74.01739,109,"['Restaurant', 'Room Service', 'Fitness Center with Gym / Workout Room', 'Spa', 'Bar/Lounge', 'Business Center with Internet Access', 'Room Service', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Air Conditioning', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Spa', 'Bar/Lounge']","The Ritz-Carlton New York, Battery Park"
173,SCNYC008,232.7486842105262,40.70458,-74.01027,53,"['Free High Speed Internet ( WiFi )', 'Breakfast included', 'Room Service', 'Fitness Center with Gym / Workout Room', 'Breakfast included', 'Multilingual Staff', 'Room Service', 'Dry Cleaning', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Air Conditioning', 'Tennis Court', 'Fitness Center with Gym / Workout Room']",The Wall Street Inn
174,SCNYC565,160.43750000000006,40.76357,-73.83004,100,"['Free Parking', 'Free High Speed Internet ( WiFi )', 'Free Parking', 'Airport Transportation', 'Multilingual Staff', 'Air Conditioning', 'Refrigerator in room']",Hotel de Point
175,SINYC052,357.66,40.7212,-74.0042,27,"['Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Room Service', 'Free Internet', 'Business Center with Internet Access', 'Room Service', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Conference Facilities', 'Breakfast Available', 'Air Conditioning', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",Sheraton Tribeca New York Hotel
176,SINYC537,334.75,40.72721,-74.00604,77,"['Restaurant', 'Free High Speed Internet ( WiFi )', 'Bar/Lounge', 'Room Service', 'Fitness Center with Gym / Workout Room', 'Dry Cleaning', 'Breakfast Available', 'Room Service', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Multilingual Staff', 'Air Conditioning', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",Four Points by Sheraton Manhattan SoHo Village
177,SINYC540,196.56070422535194,40.75445,-73.93581,75,"['Restaurant', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Bar/Lounge', 'Business Center with Internet Access', 'Room Service', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Air Conditioning', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",Four Points by Sheraton Long Island City Queensboro Bridge
178,SINYC642,337.47612903225803,40.70747,-74.0062,58,"['Room Service', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Dry Cleaning', 'Business Center with Internet Access', 'Laundry Service', 'Breakfast Available', 'Air Conditioning', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",Four Points by Sheraton New York Downtown
179,SINYC713,306.67771084337335,40.7564,-73.9919,15,"['Restaurant', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Bar/Lounge', 'Business Center with Internet Access', 'Room Service', 'Dry Cleaning', 'Meeting Rooms', 'Concierge', 'Multilingual Staff', 'Breakfast Available', 'Air Conditioning', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",Four Points by Sheraton Midtown - Times Square
180,SKNYCWPK,1286.4166666666667,40.76749,-73.9832,86,"['Restaurant', 'Free Internet', 'Bar/Lounge', 'Room Service', 'Dry Cleaning', 'Laundry Service', 'Concierge', 'Room Service', 'Multilingual Staff', 'Restaurant', 'Bar/Lounge']",6 Columbus - A SIXTY Hotel
181,SZJFK394,145.81071428571425,40.66881,-73.78179,123,"['Free High Speed Internet ( WiFi )', 'Breakfast included', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Shuttle Bus Service', 'Airport Transportation', 'Breakfast included', 'Breakfast Available', 'Room Service', 'Dry Cleaning', 'Business Center with Internet Access', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Air Conditioning', 'Refrigerator in room', 'Fitness Center with Gym / Workout Room']",Sleep Inn JFK Airport Rockaway Blvd
182,SZLGA484,142.80769230769246,40.66302,-73.99766,46,"['Free Parking', 'Breakfast included', 'Free High Speed Internet ( WiFi )', 'Free Parking', 'Breakfast included', 'Business Center with Internet Access', 'Multilingual Staff', 'Hot Tub']",Sleep Inn Brooklyn
183,TJNYC709,2753.084980237154,40.76541,-73.97197,51,"['Restaurant', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Free High Speed Internet ( WiFi )', 'Bar/Lounge', 'Business Center with Internet Access', 'Room Service', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Air Conditioning', 'Minibar', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']","The Pierre, A Taj Hotel, New York"
184,TMNYCBEE,1046.4910526315791,40.71135,-74.00668,126,"['Room Service', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Children Activities (Kid / Family Friendly)', 'Room Service', 'Dry Cleaning', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Banquet Room', 'Air Conditioning', 'Minibar', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']","The Beekman, A Thompson Hotel"
185,UILGAIIP,371.6666666666667,40.73596,-73.98696,63,"['Free High Speed Internet ( WiFi )', 'Room Service', 'Restaurant', 'Bar/Lounge', 'Breakfast included', 'Fitness Center with Gym / Workout Room', 'Banquet Room', 'Multilingual Staff', 'Room Service', 'Breakfast included', 'Dry Cleaning', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Concierge', 'Air Conditioning', 'Refrigerator in room', 'Minibar', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",The Inn at Irving Place
186,UINYCOSG,185.875,40.7215,-73.99312,106,"['Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Laundry Service', 'Dry Cleaning', 'Concierge', 'Self-Serve Laundry', 'Air Conditioning', 'Microwave', 'Fitness Center with Gym / Workout Room']",Off Soho Suites
187,UINYCSCH,421.1458333333333,40.75621,-73.9718,70,"['Fitness Center with Gym / Workout Room', 'Free High Speed Internet ( WiFi )', 'Room Service', 'Breakfast included', 'Business Center with Internet Access', 'Room Service', 'Breakfast included', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Air Conditioning', 'Microwave', 'Refrigerator in room', 'Minibar', 'Fitness Center with Gym / Workout Room']",San Carlos Hotel
188,UZNYC448,240.65573770491804,40.74656,-73.98605,110,"['Breakfast included', 'Breakfast included', 'Airport Transportation', 'Laundry Service', 'Concierge', 'Air Conditioning']",Wolcott Hotel
189,VNNYC5D0,304.325,40.75183,-73.97237,79,"['Restaurant', 'Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Dry Cleaning', 'Business Center with Internet Access', 'Laundry Service', 'Meeting Rooms', 'Air Conditioning', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",EVEN Hotel New York - Midtown East
190,VNNYCF62,235.95890410958904,40.68745,-73.98179,65,"['Restaurant', 'Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Dry Cleaning', 'Business Center with Internet Access', 'Laundry Service', 'Multilingual Staff', 'Meeting Rooms', 'Breakfast Available', 'Air Conditioning', 'Refrigerator in room', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",EVEN Hotel Brooklyn
191,WBNYC700,634.9333333333333,40.77431,-73.96402,72,"['Fitness Center with Gym / Workout Room', 'Room Service', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Spa', 'Room Service', 'Dry Cleaning', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Self-Serve Laundry', 'Babysitting', 'Breakfast Available', 'Fitness Center with Gym / Workout Room', 'Restaurant', 'Bar/Lounge', 'Spa']",The Surrey
192,WGLGA451,256.19411764705876,40.75213,-73.99111,104,"['Fitness Center with Gym / Workout Room', 'Restaurant', 'Free High Speed Internet ( WiFi )', 'Breakfast included', 'Business Center with Internet Access', 'Breakfast included', 'Multilingual Staff', 'Meeting Rooms', 'Microwave', 'Fitness Center with Gym / Workout Room', 'Restaurant']",Wingate by Wyndham Manhattan Midtown
193,WHNYC502,415.2,40.7561,-73.9725,70,"['Restaurant', 'Room Service', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Spa', 'Pool', 'Free Internet', 'Room Service', 'Business Center with Internet Access', 'Meeting Rooms', 'Dry Cleaning', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Air Conditioning', 'Minibar', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Spa', 'Pool']",W New York
194,WTNYCTMS,249.7,40.75374,-73.99454,78,"['Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Restaurant', 'Business Center with Internet Access', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Air Conditioning', 'Refrigerator in room', 'Fitness Center with Gym / Workout Room', 'Restaurant']",TRYP New York City Times Square South
195,WVLGA097,247.04999999999998,40.76236,-73.92444,81,"['Free High Speed Internet ( WiFi )', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room', 'Meeting Rooms', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Business Center with Internet Access', 'Laundry Service', 'Breakfast Available', 'Air Conditioning', 'Microwave', 'Refrigerator in room', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",The Paper Factory Hotel
196,WVLGA177,260.66538461538454,40.75507,-73.93541,75,"['Free High Speed Internet ( WiFi )', 'Restaurant', 'Bar/Lounge', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Air Conditioning', 'Microwave', 'Refrigerator in room', 'Restaurant', 'Bar/Lounge']",Boro Hotel
197,WVLGAHLJ,222.61111111111111,40.71631,-73.95086,64,"['Free Parking', 'Free High Speed Internet ( WiFi )', 'Breakfast included', 'Free Parking', 'Breakfast included', 'Business Center with Internet Access', 'Multilingual Staff', 'Dry Cleaning', 'Air Conditioning', 'Refrigerator in room']",Hotel Le Jolie
198,WVNYC062,300.01000000000005,40.75473,-73.99106,15,"['Air Conditioning', 'Refrigerator in room']",Manhattan Broadway Hotel
199,WVNYC109,259.0,40.72117,-73.98894,121,"['Free High Speed Internet ( WiFi )', 'Multilingual Staff', 'Air Conditioning']",Orchard Street Hotel
200,WVNYC208,352.05764705882336,40.746,-73.98332,7,"['Free High Speed Internet ( WiFi )', 'Dry Cleaning', 'Laundry Service', 'Concierge', 'Business Center with Internet Access', 'Multilingual Staff', 'Breakfast Available', 'Air Conditioning', 'Minibar', 'Microwave', 'Refrigerator in room']",HGU New York
201,WVNYC254,207.25806451612902,40.74398,-73.99608,108,"['Free High Speed Internet ( WiFi )', 'Breakfast included', 'Breakfast included', 'Multilingual Staff', 'Air Conditioning']",Chelsea Savoy Hotel
202,WVNYC380,598.1666666666666,40.74499,-73.98873,90,"['Room Service', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Air Conditioning', 'Minibar', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",The NoMad Hotel
203,WVNYC619,229.0,40.79876,-73.96827,89,"['Free High Speed Internet ( WiFi )', 'Airport Transportation', 'Air Conditioning']",Marrakech Hotel
204,WVNYC624,171.38666666666668,40.79553,-73.97189,38,"['Free High Speed Internet ( WiFi )', 'Multilingual Staff', 'Air Conditioning']",Royal Park Hotel
205,WVNYC826,466.2888324873098,40.75441,-73.97313,70,"['Room Service', 'Restaurant', 'Free High Speed Internet ( WiFi )', 'Bar/Lounge', 'Room Service', 'Dry Cleaning', 'Laundry Service', 'Multilingual Staff', 'Concierge', 'Air Conditioning', 'Restaurant', 'Bar/Lounge']",The Bernic Hotel
206,WVNYC836,220.73333333333335,40.7134,-73.99361,43,"['Free High Speed Internet ( WiFi )', 'Multilingual Staff', 'Air Conditioning']",The Hotel 91
207,WVNYCBLA,387.3499999999998,40.76329,-73.97972,88,"['Restaurant', 'Room Service', 'Free High Speed Internet ( WiFi )', 'Bar/Lounge', 'Breakfast included', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Breakfast included', 'Dry Cleaning', 'Laundry Service', 'Concierge', 'Air Conditioning', 'Microwave', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room', 'Tennis Court']",The Blakely New York
208,WVNYCBLE,234.12043478260858,40.67322,-73.98699,82,"['Free Parking', 'Free High Speed Internet ( WiFi )', 'Breakfast included', 'Free Parking', 'Breakfast included', 'Multilingual Staff', 'Air Conditioning', 'Minibar']",Hotel Le Bleu
209,WVNYCMET,322.0,40.74975,-73.98551,61,"['Restaurant', 'Fitness Center with Gym / Workout Room', 'Free High Speed Internet ( WiFi )', 'Bar/Lounge', 'Breakfast included', 'Room Service', 'Business Center with Internet Access', 'Breakfast included', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Room Service', 'Air Conditioning', 'Refrigerator in room', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",Hotel Metro
210,WVNYCWYT,354.2307692307692,40.72189,-73.9581,18,"['Restaurant', 'Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Conference Facilities', 'Breakfast Available', 'Air Conditioning', 'Minibar', 'Refrigerator in room', 'Restaurant', 'Bar/Lounge']",Wythe Hotel
